budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$38,000,000.00","Drama, Action",96721,tt1979320,en,Rush,10.64,"Revolution Films, Working Title Films, Cross Creek Pictures, Exclusive Media Group, Double Negative","Germany, United Kingdom",2013-09-02,"$90,247,624.00",123,"English, German, Italian, French",Released,Rush,7.7,2310,yes,yes,yes,yes
"$30,000,000.00","Crime, Comedy, Action",112205,tt2404311,en,The Family,8.05,"Canal Plus, TF1 Films Production, Grive Productions, EuropaCorp, Relativity Media, TF1, Malavita","France, United States of America",2013-09-13,"$36,894,225.00",111,English,Released,The Family,6.1,1052,yes,no,yes,yes
"$1,500,000.00","Comedy, Romance",129139,tt1758795,en,The To Do List,7.08,"3 Arts Entertainment, The Mark Gordon Company",United States of America,2013-07-24,"$3,566,225.00",104,English,Released,The To Do List,5.5,348,yes,no,yes,no
"$20,000,000.00","Music, Drama",109417,tt1532958,en,Battle of the Year,5.07,Screen Gems,United States of America,2013-09-21,"$16,549,477.00",110,English,Released,Battle of the Year,5.9,89,yes,no,no,no
"$12,000,000.00","Drama, Adventure",129670,tt1821549,en,Nebraska,11.16,"Paramount Vantage, Bona Fide Productions",United States of America,2013-09-21,"$17,654,912.00",115,"English, Spanish",Released,Nebraska,7.4,648,yes,yes,yes,no
"$18,000,000.00",Music,193613,tt2172935,en,Metallica: Through the Never,5.23,"Exclusive Media Group, Picturehouse Entertainment",United States of America,2013-09-25,"$7,972,967.00",93,English,Released,Metallica: Through the Never,6.7,86,no,no,yes,no
"$30,000,000.00","Crime, Thriller, Drama",146238,tt2364841,en,Runner Runner,8.86,"Double Feature Films, Regency Enterprises, Appian Way, Stone Village Pictures, New Regency Pictures",United States of America,2013-09-24,"$62,616,646.00",91,English,Released,Runner Runner,5.5,547,yes,no,yes,no
"$10,000,000.00","History, Drama, Thriller, Mystery",209262,tt2345112,en,Parkland,6.72,"Playtone, American Film Company, Exclusive Media Group",United States of America,2013-10-02,"$653,651.00",94,English,Released,Parkland,5.8,128,yes,no,yes,no
"$1,052,753.00","Action, Crime",190754,tt2717558,en,On the Job,2.93,"ABS-CBN Film Productions, Star Cinema Productions, XYZ Films, Reality Entertainment",Philippines,2013-05-23,"$466,088.00",120,"English, French, German, Italian, Filipino",Released,On the Job,6.2,32,yes,yes,yes,no
"$78,000,000.00","Animation, Family, Comedy",109451,tt1985966,en,Cloudy with a Chance of Meatballs 2,14.41,"Columbia Pictures, Sony",United States of America,2013-09-26,"$248,384,621.00",95,English,Released,Cloudy with a Chance of Meatballs 2,6.4,936,yes,no,yes,no
"$55,000,000.00","Action, Drama, Thriller",109424,tt1535109,en,Captain Phillips,13.78,Columbia Pictures,United States of America,2013-10-10,"$95,000,000.00",134,"English, Somali",Released,Captain Phillips,7.6,2495,yes,yes,no,no
"$12,000,000.00","Action, Crime, Thriller",106747,tt2002718,en,Machete Kills,9.25,"Open Road Films, Overnight Films, AR Films, Aldamisa Entertainment, Demarest Films, 1821 Pictures, Quick Draw Productions",United States of America,2013-09-12,"$15,008,161.00",107,"English, Spanish",Released,Machete Kills,5.3,642,yes,yes,yes,no
"$5,000,000.00","Crime, Drama, Comedy",85889,tt1450321,en,Filth,14.97,"Egoli Tossell Film AG, Steel Mill Pictures, Entre Chien et Loup, Filmgate Films, Logie Pictures, Altitude Film Entertainment, Film House Germany, Maven Pictures","United Kingdom, United States of America, Germany, Sweden, Belgium",2013-09-23,"$9,114,264.00",97,English,Released,Filth,6.8,628,yes,no,yes,yes
"$8,500,000.00",Comedy,175528,tt1171222,en,Baggage Claim,5.59,Sneak Preview Productions,United States of America,2013-09-27,"$22,456,509.00",96,English,Released,Baggage Claim,5.6,87,no,no,no,no
"$50,000,000.00","Action, Thriller",107846,tt1211956,en,Escape Plan,14.19,"Summit Entertainment, Atmosphere Entertainment MM, Emmett/Furla Films, Mark Canton Productions, Envision Entertainment, Boies / Schiller Film Group, Knightsbridge Entertainment",United States of America,2013-10-09,"$122,915,111.00",115,"English, German, Arabic, Urdu",Released,Escape Plan,6.7,1688,yes,yes,yes,no
"$30,000,000.00","Drama, Horror",133805,tt1939659,en,Carrie,18.4,"Screen Gems, Metro-Goldwyn-Mayer (MGM), Misher Films",United States of America,2013-10-16,"$82,394,288.00",100,English,Released,Carrie,5.8,1505,yes,no,yes,no
"$28,000,000.00","Drama, Thriller",162903,tt1837703,en,The Fifth Estate,10.85,"DreamWorks SKG, Participant Media, Reliance Entertainment, Touchstone Pictures, Anonymous Content","Belgium, United States of America",2013-10-11,"$8,555,008.00",128,English,Released,The Fifth Estate,5.7,368,yes,no,yes,yes
"$25,000,000.00","Thriller, Crime, Drama",109091,tt2193215,en,The Counselor,14.72,"Ingenious Media, Fox 2000 Pictures, Scott Free Productions, Kanzaman, Nick Wechsler Productions, Big Screen Productions, Chockstone Pictures, Translux, TSG Entertainment","United Kingdom, United States of America",2013-10-25,"$71,009,334.00",117,English,Released,The Counselor,5.0,724,yes,no,yes,yes
"$20,000,000.00","Drama, History",76203,tt2024544,en,12 Years a Slave,30.32,"Plan B Entertainment, Regency Enterprises, River Road Entertainment, Film4, New Regency Pictures","United States of America, United Kingdom",2013-10-18,"$187,000,000.00",134,English,Released,12 Years a Slave,7.9,3787,yes,no,yes,yes
"$9,000,000.00","Action, Adventure, Drama",152747,tt2017038,en,All Is Lost,12.75,"Sudden Storm Productions, FilmNation Entertainment, Treehouse Pictures, Before the Door Pictures, Washington Square Films, Black Bear Pictures",United States of America,2013-10-18,"$6,108,720.00",106,English,Released,All Is Lost,6.6,679,yes,no,yes,no
"$110,000,000.00","Science Fiction, Action, Adventure",80274,tt1731141,en,Ender's Game,12.5,"Summit Entertainment, Chartoff Productions, Odd Lot Entertainment, K/O Paper Products, Digital Domain, Taleswapper",United States of America,2013-10-23,"$125,537,191.00",114,English,Released,Ender's Game,6.6,2354,yes,no,yes,no
"$170,000,000.00","Action, Adventure, Fantasy",76338,tt1981115,en,Thor: The Dark World,34.91,Marvel Studios,United States of America,2013-10-29,"$644,571,402.00",112,English,Released,Thor: The Dark World,6.8,4873,yes,no,no,no
"$5,000,000.00","Drama, History",152532,tt0790636,en,Dallas Buyers Club,14.79,"Universal Studios, Universal Pictures, Voltage Pictures, Truth Entertainment",United States of America,2013-09-07,"$55,198,285.00",117,"English, Japanese",Released,Dallas Buyers Club,7.9,2973,yes,yes,yes,no
"$55,000,000.00","Animation, Comedy, Family",175574,tt1621039,en,Free Birds,7.71,"Reel FX Creative Studios, Relativity Media",United States of America,2013-10-30,"$110,000,000.00",91,English,Released,Free Birds,5.7,259,yes,no,yes,no
"$28,000,000.00",Comedy,137093,tt1204975,en,Last Vegas,9.16,"Laurence Mark Productions, CBS Films, Outlaw Sinema, Good Universe, Gidden Media",United States of America,2013-10-31,"$134,402,450.00",105,English,Released,Last Vegas,6.4,813,no,no,yes,no
"$12,000,000.00",Drama,205220,tt2431286,en,Philomena,6.93,"BBC Films, The Weinstein Company, Baby Cow Productions, Pathé, Yucaipa Films, Magnolia Mae Films",United Kingdom,2013-11-01,"$100,129,872.00",98,English,Released,Philomena,7.4,588,no,no,yes,no
"$17,000,000.00",Comedy,146304,tt2083355,en,The Best Man Holiday,6.1,Universal,United States of America,2013-11-15,"$71,625,195.00",123,English,Released,The Best Man Holiday,6.7,110,no,no,no,no
"$130,000,000.00","Adventure, Action, Science Fiction",101299,tt1951264,en,The Hunger Games: Catching Fire,25.31,"Lionsgate, Color Force",United States of America,2013-11-15,"$847,423,452.00",146,English,Released,The Hunger Games: Catching Fire,7.4,6656,yes,no,yes,no
"$250,000,000.00","Adventure, Fantasy",57158,tt1170358,en,The Hobbit: The Desolation of Smaug,20.64,"WingNut Films, New Line Cinema, Warner Bros. Pictures, Metro-Goldwyn-Mayer (MGM)","New Zealand, United States of America",2013-12-11,"$958,400,000.00",161,English,Released,The Hobbit: The Desolation of Smaug,7.6,4633,yes,no,yes,yes
"$175,000,000.00","Drama, Action, Adventure, Fantasy",64686,tt1335975,en,47 Ronin,14.89,"Mid Atlantic Films, Stuber Productions, Universal, Moving Picture Company (MPC), H2F Entertainment",United States of America,2013-12-06,"$150,962,475.00",119,"English, Japanese",Released,47 Ronin,5.9,1357,yes,yes,yes,no
"$26,000,000.00",Comedy,146239,tt2387559,en,Delivery Man,13.55,"DreamWorks SKG, Touchstone Pictures",United States of America,2013-10-10,"$51,164,106.00",105,English,Released,Delivery Man,6.2,561,no,no,yes,no
"$150,000,000.00","Animation, Adventure, Family",109445,tt2294629,en,Frozen,24.25,"Walt Disney Pictures, Walt Disney Animation Studios",United States of America,2013-11-27,"$1,274,219,009.00",102,English,Released,Frozen,7.3,5440,yes,no,yes,no
"$11,000,000.00","Drama, Music",86829,tt2042568,en,Inside Llewyn Davis,10.84,"StudioCanal, CBS Films, Anton Capital Entertainment (ACE)","United States of America, France, United Kingdom",2013-10-06,"$32,935,319.00",105,English,Released,Inside Llewyn Davis,7.2,845,yes,no,yes,yes
"$100,000,000.00","Crime, Drama, Comedy",106646,tt0993846,en,The Wolf of Wall Street,16.38,"Paramount Pictures, Appian Way, EMJAG Productions, Red Granite Pictures, Sikelia Productions",United States of America,2013-12-25,"$392,000,694.00",180,"French, English",Released,The Wolf of Wall Street,7.9,6768,yes,yes,yes,no
"$22,000,000.00","Action, Thriller",204082,tt2312718,en,Homefront,9.9,"Millennium Films, Open Road Films",United States of America,2013-11-27,"$43,058,898.00",100,English,Released,Homefront,6.4,898,yes,no,yes,no
"$35,000,000.00","Drama, History",192136,tt2304771,en,Mandela: Long Walk to Freedom,11.32,"Distant Horizons, Film Afrika Worldwide, Videovision Entertainment, Pathe, Origin Pictures","United Kingdom, South Africa",2013-12-06,"$27,330,000.00",141,"English, Afrikaans, Xhosa",Released,Mandela: Long Walk to Freedom,6.5,225,yes,yes,yes,yes
"$25,000,000.00","Comedy, Drama",152737,tt1322269,en,August: Osage County,6.95,"Jean Doumanian Productions, Smokehouse Pictures",United States of America,2013-12-26,"$74,188,937.00",121,English,Released,August: Osage County,6.9,497,yes,no,yes,no
"$40,000,000.00","Drama, Crime",168672,tt1800241,en,American Hustle,16.48,"Columbia Pictures, Atlas Entertainment, Annapurna Pictures",United States of America,2013-12-12,"$251,171,807.00",138,English,Released,American Hustle,6.8,2868,yes,no,yes,no
"$90,000,000.00","Adventure, Comedy, Drama, Fantasy",116745,tt0359950,en,The Secret Life of Walter Mitty,8.68,"New Line Cinema, Ingenious Media, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Big Screen Productions, Red Hour Films, TSG Entertainment, Down Productions",United States of America,2013-12-18,"$188,133,322.00",114,English,Released,The Secret Life of Walter Mitty,7.0,3213,yes,no,yes,no
"$23,000,000.00","Romance, Science Fiction, Drama",152601,tt1798709,en,Her,13.83,"Warner Bros., Annapurna Pictures","China, United States of America",2013-12-18,"$47,351,251.00",126,English,Released,Her,7.9,4215,yes,no,yes,yes
"$40,000,000.00","Action, Drama, Thriller, War",193756,tt1091191,en,Lone Survivor,10.86,"Universal Pictures, Weed Road Pictures, Herrick Entertainment, Leverage Management, Closest to the Hole Productions, Emmett/Furla Films, Envision Entertainment Corporation, Film 44, Foresight Unlimited, Hollywood Studios International, Spikings Entertainment",United States of America,2013-12-24,"$149,295,601.00",121,English,Released,Lone Survivor,7.4,1549,yes,no,yes,no
"$35,000,000.00","Comedy, Drama, History",140823,tt2140373,en,Saving Mr. Banks,15.13,"Walt Disney Pictures, BBC Films, Ruby Films, Essential Media & Entertainment, Hopscotch Features","Australia, United Kingdom, United States of America",2013-11-16,"$112,544,580.00",125,English,Released,Saving Mr. Banks,7.3,1256,yes,no,yes,yes
"$90,000,000.00","Fantasy, Action, Family",49852,tt1041804,en,The Nutcracker: The Untold Story,3.39,"Vnesheconombank, Nutcracker Holdings, HCC Media Group, Russian Roulette Ltd.","United Kingdom, Hungary",2010-11-24,"$16,178,959.00",110,"Danish, English",Released,The Nutcracker: The Untold Story,5.3,52,yes,yes,yes,yes
"$30,000,000.00","Drama, Thriller, Mystery, Action",87516,tt1321511,en,Oldboy,7.88,"Vertigo Entertainment, 40 Acres & A Mule Filmworks, Good Universe, OB Productions",United States of America,2013-11-14,"$4,861,022.00",104,English,Released,Oldboy,5.9,632,yes,no,yes,no
"$50,000,000.00",Comedy,109443,tt1229340,en,Anchorman 2: The Legend Continues,7.6,"Paramount Pictures, Gary Sanchez Productions, Apatow Productions",United States of America,2013-12-18,"$173,649,015.00",119,English,Released,Anchorman 2: The Legend Continues,6.0,940,no,no,yes,no
"$39,200,000.00","Action, Science Fiction, Drama",110415,tt1706620,ko,Snowpiercer,14.13,"CJ Entertainment, Opus Pictures, Stillking Films, SnowPiercer, Moho Film","South Korea, France, Czech Republic, United States of America",2013-08-01,"$86,758,912.00",126,"English, French, Japanese, Korean",Released,Snowpiercer,6.7,2910,yes,yes,yes,yes
"$32,000,000.00","Adventure, Drama, History",169881,tt2101473,en,The Physician,13.33,"ARD Degeto Film, UFA Cinema, CinePostproduction, Beta Cinema, Pixomondo, Cine Mobil",Germany,2013-12-25,"$57,284,237.00",155,English,Released,The Physician,7.2,365,yes,no,yes,no
"$40,000,000.00",Comedy,64807,tt1661382,en,Grudge Match,11.66,"Gerber Pictures, Warner Bros.",United States of America,2013-12-25,"$44,907,260.00",113,English,Released,Grudge Match,6.0,437,no,no,yes,no
"$1,500,000.00","Action, Crime, Drama, Thriller",17478,tt0422091,hi,Dhoom,3.11,Yash Raj Films,India,2004-08-27,"$12,000,000.00",124,"English, German, Hindi",Released,Dhoom,6.2,53,yes,yes,no,no
"$12,000,000.00",Drama,245775,tt2707858,fr,Yves Saint Laurent,4.73,"SND, WY Productions, Hérodiade, Umedia, Vértigo Films",France,2014-01-08,"$21,026,290.00",106,"Japanese, French, Russian, English, Arabic",Released,Yves Saint Laurent,6.4,270,no,yes,yes,no
"$2,300,000.00","Comedy, Crime",204810,tt2295196,he,Hunting Elephants,1.05,"United King Films, Bleiberg Entertainment",Israel,2013-07-03,"$4,500,000.00",107,"German, Hebrew, English",Released,Hunting Elephants,6.2,11,yes,yes,yes,no
"$18,000,000.00","Drama, History",127560,tt2058107,en,The Railway Man,6.1,"Archer Street Productions, Lionsgate, Pictures in Paradise, Silver Reel, Latitude Media, Thai Occidental Productions","Australia, United Kingdom",2013-12-26,"$22,309,223.00",116,English,Released,The Railway Man,6.7,277,yes,no,yes,yes
"$15,000,000.00","Drama, Romance",118289,tt1758595,en,Diana,5.35,"Ecosse Films, Le Pacte, Scope Pictures, Film i Väst, Filmgate Films","Sweden, United Kingdom, France, Belgium",2013-09-19,"$21,766,271.00",113,English,Released,Diana,5.3,180,yes,no,yes,yes
"$25,000,000.00","Action, Comedy",168530,tt1408253,en,Ride Along,9.9,"Universal Pictures, Rainforest Films, Cube Vision, Relativity Media",United States of America,2014-01-07,"$153,997,819.00",99,English,Released,Ride Along,6.1,867,yes,no,yes,no
"$60,000,000.00","Action, Drama, Thriller",137094,tt1205537,en,Jack Ryan: Shadow Recruit,11.23,"Paramount Pictures, Di Bonaventura Pictures, Mace Neufeld Productions, Skydance Productions, Etalon film, Buckaroo Entertainment","Russia, United States of America",2014-01-15,"$50,549,107.00",105,English,Released,Jack Ryan: Shadow Recruit,5.9,1194,yes,no,yes,yes
"$85,000,000.00","Adventure, Action, Science Fiction",157350,tt1840309,en,Divergent,21.57,"Summit Entertainment, Red Wagon Entertainment",United States of America,2014-03-14,"$288,747,895.00",139,English,Released,Divergent,6.9,4784,yes,no,yes,no
"$2,000,000.00",Drama,177047,tt1464191,en,Decoding Annie Parker,3.88,"Media House Capital, Unified Pictures, Decoding Annie Parker, Ozymandias Productions",United States of America,2014-05-02,"$48,390.00",91,English,Released,Decoding Annie Parker,5.5,38,no,no,yes,no
"$7,700,000.00",Romance,185008,tt2178470,hi,Yeh Jawaani Hai Deewani,4.26,Dharma Productions,India,2013-05-31,"$46,000,000.00",159,Hindi,Released,Yeh Jawaani Hai Deewani,7.1,80,no,no,no,no
"$3,000,000.00","Comedy, Drama",92834,tt0399854,en,Vizontele Tuuba,0.81,Besiktas Kültür Merkezi (BKM),Turkey,2004-01-21,"$13,954,476.00",111,Turkish,Released,Vizontele Tuuba,6.5,9,yes,no,no,no
"$65,000,000.00","Horror, Thriller",100241,tt1418377,en,"I, Frankenstein",9.42,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Lionsgate, Hopscotch Films","United States of America, Australia",2014-01-22,"$71,154,592.00",92,English,Released,"I, Frankenstein",5.1,701,yes,no,yes,yes
"$5,000,000.00","Drama, Comedy",157099,tt1609479,en,Better Living Through Chemistry,7.39,"Aegis Film Fund, Altus Productions, Ealing Metro International, Occupant Entertainment","United Kingdom, United States of America",2014-03-14,"$75,143.00",91,English,Released,Better Living Through Chemistry,5.9,99,yes,no,yes,yes
"$18,000,000.00",Drama,130150,tt1967545,en,Labor Day,6.11,"Mr. Mudd Production, Indian Paintbrush, Right of Way Films",United States of America,2013-12-27,"$20,275,812.00",111,English,Released,Labor Day,6.7,306,no,no,yes,no
"$33,000,000.00","Adventure, Drama, Family",157841,tt1981107,en,The Young and Prodigious T.S. Spivet,6.84,"Epithète Films, Cross Creek Pictures, Tapioca Films","Canada, France",2013-10-16,"$9,494,789.00",105,English,Released,The Young and Prodigious T.S. Spivet,6.7,234,yes,no,yes,yes
"$70,000,000.00","War, Drama, History, Action",152760,tt2177771,en,The Monuments Men,11.13,"Columbia Pictures, Studio Babelsberg, Fox 2000 Pictures, Smokehouse Pictures, Obelisk Productions","Germany, United States of America",2014-01-24,"$154,984,035.00",118,"English, German, Russian, French",Released,The Monuments Men,5.8,1545,yes,yes,yes,yes
"$60,000,000.00","Adventure, Animation, Comedy, Family, Fantasy",137106,tt1490017,en,The Lego Movie,16.42,"Village Roadshow Pictures, DC Comics, Vertigo Entertainment, Lin Pictures, Warner Bros. Animation, LEGO, Warner Bros., Animal Logic, Warner Animation Group, RatPac-Dune Entertainment",United States of America,2014-02-06,"$469,160,692.00",100,English,Released,The Lego Movie,7.5,3127,yes,no,yes,no
"$120,000,000.00","Action, Science Fiction",97020,tt1234721,en,RoboCop,10.25,"Columbia Pictures, Strike Entertainment, Metro-Goldwyn-Mayer (MGM)","Canada, United States of America",2014-01-30,"$242,688,965.00",102,English,Released,RoboCop,5.7,2385,yes,no,yes,yes
"$35,000,000.00","Action, Drama, Thriller, Crime",144336,tt1742334,en,Sabotage,6.97,"Open Road Films, QED International, Albert S. Ruddy Productions, Crave Films, Roth Films",United States of America,2014-03-28,"$17,508,518.00",110,English,Released,Sabotage,5.5,560,yes,no,yes,no
"$8,500,000.00","Drama, Fantasy, Science Fiction",157834,tt2333804,en,The Zero Theorem,10.99,"Le Pacte, Zanuck Independent, Voltage Pictures, MediaPro Pictures, Zephyr Films, Picture Perfect Corporation, Wild Side Films","United Kingdom, France, United States of America, Romania",2014-01-02,"$770,706.00",107,English,Released,The Zero Theorem,5.9,383,yes,no,yes,yes
"$20,000,000.00","Drama, Romance",226857,tt2318092,en,Endless Love,8.76,"Universal Pictures, Fake Empire, Bluegrass Films",United States of America,2014-02-12,"$34,077,920.00",103,English,Released,Endless Love,6.7,555,yes,no,yes,no
"$60,000,000.00","Drama, Fantasy, Mystery, Romance",137321,tt1837709,en,Winter's Tale,7.36,"Village Roadshow Pictures, Weed Road Pictures, Warner Bros.",United States of America,2014-02-13,"$30,800,231.00",118,English,Released,Winter's Tale,6.0,501,yes,no,yes,no
"$4,000,000.00",Drama,157847,tt2382396,en,Joe,13.78,"Worldview Entertainment, Muskat Filmed Properties, Dreambridge Films, Rough House Pictures",United States of America,2014-04-11,"$2,365,467.00",118,English,Released,Joe,6.5,346,no,no,yes,no
"$12,500,000.00","Comedy, Romance",222899,tt1826590,en,About Last Night,9.54,"Screen Gems, Inc., Rainforest Films, Olive Bridge Entertainment",United States of America,2014-02-14,"$49,002,684.00",100,English,Released,About Last Night,6.0,217,yes,no,yes,no
"$30,000,000.00","Comedy, Drama",120467,tt2278388,en,The Grand Budapest Hotel,14.44,"Fox Searchlight Pictures, Scott Rudin Productions, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures","United Kingdom, United States of America, Germany",2014-02-26,"$174,600,318.00",99,"English, French",Released,The Grand Budapest Hotel,8.0,4644,yes,yes,yes,yes
"$8,000,000.00","Comedy, Romance",225565,tt1800246,en,That Awkward Moment,8.06,Treehouse Pictures,United States of America,2014-01-29,"$26,049,082.00",94,English,Released,That Awkward Moment,6.1,1020,yes,no,no,no
"$165,000,000.00","Adventure, Drama, Science Fiction",157336,tt0816692,en,Interstellar,32.21,"Paramount Pictures, Legendary Pictures, Warner Bros., Syncopy, Lynda Obst Productions","Canada, United States of America, United Kingdom",2014-11-05,"$675,120,017.00",169,English,Released,Interstellar,8.1,11187,yes,no,yes,yes
"$28,000,000.00","Action, Drama, Thriller, Crime",192102,tt2172934,en,3 Days to Kill,17.86,"Wonderland Sound and Vision, EuropaCorp, Relativity Media, 3DTK, Feelgood Entertainment, Paradise/MGN","France, United States of America",2014-02-14,"$52,597,999.00",113,English,Released,3 Days to Kill,6.0,896,yes,no,yes,yes
"$50,000,000.00","Action, Thriller, Mystery",225574,tt2024469,en,Non-Stop,19.65,"StudioCanal, Silver Pictures, TF1 Films Production, Canal+, Anton Capital Entertainment (ACE), TF1, LOVEFiLM International","France, United Kingdom, United States of America",2014-01-26,"$222,809,600.00",106,"English, German",Released,Non-Stop,6.8,2302,yes,yes,yes,yes
"$110,000,000.00","Action, War",53182,tt1253863,en,300: Rise of an Empire,12.9,"Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films",United States of America,2014-03-05,"$337,580,051.00",102,English,Released,300: Rise of an Empire,6.1,2438,yes,no,yes,no
"$145,000,000.00","Animation, Adventure, Family",82703,tt0864835,en,Mr. Peabody & Sherman,9.49,"Pacific Data Images (PDI), DreamWorks Animation, Classic Media Productions, Bullwinkle Studios",United States of America,2014-02-07,"$272,912,430.00",92,English,Released,Mr. Peabody & Sherman,6.7,861,yes,no,yes,no
"$13,300,000.00","Thriller, Science Fiction, Drama",97370,tt1441395,en,Under the Skin,6.71,"Scottish Screen, UK Film Council, FilmNation Entertainment, Nick Wechsler Productions, Creative Scotland, British Film Institute, Film4, Silver Reel, JW Films, A24","United Kingdom, Switzerland, United States of America",2014-03-14,"$5,380,251.00",108,English,Released,Under the Skin,6.0,1118,yes,no,yes,yes
"$66,000,000.00","Action, Crime, Drama, Thriller",136797,tt2369135,en,Need for Speed,18.27,"DreamWorks SKG, Reliance Entertainment, Bandito Brothers, Touchstone Pictures, Electronic Arts, Revolution Sun Studios","Philippines, United States of America, United Kingdom, France",2014-03-13,"$203,277,636.00",130,English,Released,Need for Speed,6.1,1560,yes,no,yes,yes
"$6,000,000.00","Comedy, Drama, Romance",242042,tt2355495,en,Barefoot,5.94,WhiteFlame Productions,United States of America,2014-02-02,"$15,071.00",90,English,Released,Barefoot,6.3,210,yes,no,no,no
"$6,000,000.00","Comedy, Drama, Crime",177494,tt2771372,en,Veronica Mars,7.51,"Warner Bros., Warner Bros. Interactive Entertainment, Rob Thomas Productions, Spondoolie Productions, WARNER BROS DIGITAL DISTRIBUTION, In The Groove",United States of America,2014-03-13,"$3,485,127.00",107,English,Released,Veronica Mars,6.5,482,yes,no,yes,no
"$22,000,000.00",Drama,235260,tt3210686,en,Son of God,6.48,"Hearst Entertainment Productions, LightWorkers Media",United States of America,2014-02-28,"$67,800,064.00",138,"English, Hebrew",Released,Son of God,5.9,83,no,yes,yes,no
"$170,000,000.00","Action, Adventure, Science Fiction",100402,tt1843866,en,Captain America: The Winter Soldier,18.72,Marvel Studios,United States of America,2014-03-20,"$714,766,572.00",136,English,Released,Captain America: The Winter Soldier,7.6,5881,yes,no,no,no
"$125,000,000.00","Drama, Adventure",86834,tt1959490,en,Noah,14.92,"Paramount Pictures, Regency Enterprises, Protozoa Pictures, Disruption Entertainment",United States of America,2014-03-20,"$362,637,473.00",139,English,Released,Noah,5.5,2408,yes,no,yes,no
"$5,000,000.00","Horror, Thriller",155084,tt2059171,en,13 Sins,9.07,"Sahamongkol Film International, Dimension Films, IM Global, Automatik Entertainment, Radius-TWC, Little Magic Films",United States of America,2014-04-18,"$13,809.00",93,English,Released,13 Sins,6.2,355,yes,no,yes,no
"$70,000,000.00","Action, Adventure",188207,tt1043726,en,The Legend of Hercules,6.6,Millennium Films,United States of America,2014-01-10,"$61,279,452.00",99,English,Released,The Legend of Hercules,4.4,542,yes,no,no,no
"$50,000,000.00","Comedy, Adventure, Crime, Family",145220,tt2281587,en,Muppets Most Wanted,7.24,"Buena Vista, Disney",United States of America,2014-03-20,"$80,383,290.00",112,"German, English",Released,Muppets Most Wanted,6.2,318,yes,yes,yes,no
"$25,500,000.00","Thriller, Crime, Drama",190955,tt1747958,en,Blood Ties,14.93,"Wild Bunch, LGM Productions, Les Productions du Trésor, Mars Distribution, Canal+, France Télévision, Worldview Entertainment, Ciné+, M6, France 3 Cinema, Caneo Films, Grisbi Productions, France 4, W9, Chi-Fou-Mi Productions, Treasure Company","France, United States of America",2013-08-22,"$2,415,472.00",128,"Spanish, English, Italian",Released,Blood Ties,6.0,175,yes,yes,yes,yes
"$200,000.00",Horror,193612,tt2235779,en,The Quiet Ones,6.32,"Hammer Film Productions, Exclusive Media Group, Travelling Picture Show Company","United Kingdom, United States of America",2014-04-01,"$17,834,867.00",98,English,Released,The Quiet Ones,5.1,253,no,no,yes,yes
"$25,000,000.00",Drama,200505,tt2223990,en,Draft Day,5.6,"Summit Entertainment, Lionsgate",United States of America,2014-04-11,"$28,831,145.00",109,English,Released,Draft Day,6.5,309,no,no,yes,no
"$200,000,000.00","Action, Adventure, Fantasy",102382,tt1872181,en,The Amazing Spider-Man 2,26.24,"Columbia Pictures, Marvel Enterprises, Avi Arad Productions, Matt Tolmach Productions",United States of America,2014-04-16,"$705,717,432.00",142,English,Released,The Amazing Spider-Man 2,6.5,4274,yes,no,yes,no
"$5,000,000.00",Horror,157547,tt2388715,en,Oculus,8.7,"Intrepid Pictures, Blumhouse Productions, Relativity Media, WWE Studios, MICA Entertainment",United States of America,2013-09-08,"$44,030,246.00",104,English,Released,Oculus,6.3,1079,no,no,yes,no
"$17,000,000.00",Drama,249660,tt2528814,en,God's Not Dead,6.1,Pure Flix Entertainment,United States of America,2014-03-21,"$29,789,000.00",113,English,Released,God's Not Dead,5.9,242,no,no,no,no
"$103,000,000.00","Animation, Adventure, Comedy, Family",172385,tt2357291,en,Rio 2,8.19,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2014-03-19,"$500,188,435.00",102,"English, Portuguese",Released,Rio 2,6.3,997,yes,yes,yes,no
"$100,000,000.00","Thriller, Science Fiction, Drama, Mystery",157353,tt2209764,en,Transcendence,9.73,"Alcon Entertainment, Syncopy, DMG Entertainment, Straight Up Films","China, United Kingdom, United States of America",2014-04-16,"$103,039,258.00",119,English,Released,Transcendence,5.9,2339,yes,no,yes,yes
"$12,000,000.00",Drama,236751,tt1929263,en,Heaven is for Real,7.88,"TriStar Pictures, Screen Gems, Roth Films",United States of America,2014-04-16,"$101,332,962.00",99,English,Released,Heaven is for Real,6.1,234,no,no,yes,no
"$40,000,000.00","Comedy, Romance",193610,tt2203939,en,The Other Woman,9.39,"Twentieth Century Fox Film Corporation, LBI Productions",United States of America,2014-04-16,"$196,781,193.00",109,English,Released,The Other Woman,6.2,1467,yes,no,yes,no
